iter	Logloss
565	0.3150912609
566	0.3150599748
567	0.3148041425
568	0.3145670366
569	0.3144758064
570	0.3144013858
571	0.3141015489
572	0.3140781844
573	0.3139102317
574	0.3138537289
575	0.3136059507
576	0.3133469664
577	0.3132810175
578	0.3130414239
579	0.312794491
580	0.312744438
581	0.3126207485
582	0.3126066041
583	0.3125829925
584	0.3122878382
585	0.3120852413
586	0.3119413302
587	0.3117469502
588	0.3117172087
589	0.3116930467
590	0.3114545983
591	0.3113304159
592	0.3113087126
593	0.3112771243
594	0.3112482191
595	0.3112073226
596	0.3111842567
597	0.3111210047
598	0.3109380073
599	0.310584541
600	0.3103690926
601	0.3101442074
602	0.3101156296
603	0.3100128454
604	0.3098517127
605	0.3096914449
606	0.3094373907
607	0.3093775859
608	0.3093470198
609	0.3091734653
610	0.3089624044
611	0.3088285047
612	0.3088087244
613	0.308717988
614	0.30842491
615	0.3083927685
616	0.3079929217
617	0.3078222436
618	0.3077089231
619	0.3076815457
620	0.3076546356
621	0.3074791754
622	0.3072532567
623	0.3071112014
624	0.3069360857
625	0.3069168412
626	0.3066964317
627	0.3065720283
628	0.3064463867
629	0.3064250843
630	0.3062069816
631	0.3060384424
632	0.3057998765
633	0.3057032169
634	0.3055437904
635	0.3052823959
636	0.3050427441
637	0.3048847545
638	0.3047281402
639	0.3046647386
640	0.3045821056
641	0.3045611946
642	0.3045402949
643	0.3043023567
644	0.3041886072
645	0.3041622646
646	0.3040793496
647	0.3038691024
648	0.3037258533
649	0.3036635193
650	0.3034039762
651	0.3031592963
652	0.3029655195
653	0.302938903
654	0.3029219795
655	0.3028968237
656	0.3027595097
657	0.3023943356
658	0.3022116582
659	0.3021917673
660	0.3019730626
661	0.3018434899
662	0.301786549
663	0.3015461977
664	0.301527232
665	0.3013244214
666	0.3013079138
667	0.3012840036
668	0.301194784
669	0.3011181626
670	0.3008445229
671	0.3005422335
672	0.3005117014
673	0.3003727367
674	0.300162994
675	0.2998031621
676	0.2997860045
677	0.2996078962
678	0.2995017314
679	0.2993946103
680	0.2993777671
681	0.2993608041
682	0.299331815
683	0.2992105371
684	0.2991891077
685	0.29911503
686	0.2990871311
687	0.2988933755
688	0.2987279295
689	0.298705114
690	0.2985363408
691	0.298342134
692	0.2981901169
693	0.2981621891
694	0.2981401103
695	0.298087182
696	0.2980652573
697	0.2980384665
698	0.2978834793
699	0.2977253192
700	0.2975792361
701	0.2975583618
702	0.2974906898
703	0.2971475806
704	0.2971256729
705	0.2968086548
706	0.2967884706
707	0.2966635544
708	0.2964695343
709	0.2964534449
710	0.2963983707
711	0.2962716678
712	0.2959642872
713	0.2959135161
714	0.2958986542
715	0.2958476587
716	0.2958285475
717	0.2955319197
718	0.2955078696
719	0.2954058833
720	0.2953413891
721	0.2952397852
722	0.294922972
723	0.2947421741
724	0.2944547428
725	0.2942431947
726	0.294125861
727	0.2941098836
728	0.2940952257
729	0.2939495896
730	0.2938074411
731	0.2936332249
732	0.2934687025
733	0.2933091559
734	0.2930615401
735	0.2930189488
736	0.2928465388
737	0.2927368166
738	0.2926228389
739	0.2926080849
740	0.2925924123
741	0.2924173129
742	0.2922447812
743	0.2922235628
744	0.2922054571
745	0.2920935992
746	0.2920165733
747	0.2918890639
748	0.2917243288
749	0.2915750448
750	0.2914137146
751	0.2911169206
752	0.290987308
753	0.290972156
754	0.2907950197
755	0.2906964169
756	0.2906813703
757	0.2904637217
758	0.2904460275
759	0.2903502698
760	0.2901942946
761	0.2901043788
762	0.2900826145
763	0.2900609609
764	0.289857155
765	0.2896631428
766	0.2895399919
767	0.2894279506
768	0.2892986272
769	0.2890690851
770	0.2889500322
771	0.2886690859
772	0.2886052691
773	0.2884721955
774	0.2882880142
775	0.2882732158
776	0.2881508806
777	0.2880231507
778	0.2880088973
779	0.2879049722
780	0.287831913
781	0.2876929633
782	0.287524548
783	0.2873464775
784	0.2872873777
785	0.2872728591
786	0.2871512363
787	0.2869403141
788	0.2869259782
789	0.2867909485
790	0.2867733126
791	0.2865902588
792	0.2865772879
793	0.2865168075
794	0.2863598937
795	0.2861516547
796	0.2858510995
797	0.2858337673
798	0.2858162641
799	0.2857426355
800	0.2856195741
801	0.2855771493
802	0.2855651264
803	0.285397703
804	0.2852260232
805	0.2851615932
806	0.2849299712
807	0.284908668
808	0.284767929
809	0.2846478072
810	0.2845101876
811	0.2842026871
812	0.2840683528
813	0.2840515323
814	0.2840385584
815	0.283941955
816	0.2838863637
817	0.2837056467
818	0.2836443469
819	0.2835109948
820	0.2834979924
821	0.2833715036
822	0.2832302714
823	0.2831002468
824	0.2830426719
825	0.2828857466
826	0.2827924693
827	0.2827513582
828	0.2825904515
829	0.2824639195
830	0.2823344331
831	0.2820816188
832	0.28205964
833	0.2820468381
834	0.281955184
835	0.2818687937
836	0.2818561459
837	0.2816875953
838	0.2815707057
839	0.2814269762
840	0.2813077068
841	0.2811671307
842	0.2810487771
843	0.2810275797
844	0.2809745153
845	0.2809615443
846	0.2808457246
847	0.2807323265
848	0.2805911283
849	0.2804920832
850	0.2803569736
851	0.2803443146
852	0.2802513244
853	0.2802017872
854	0.2800927004
855	0.2800062993
856	0.2798337566
857	0.2798211892
858	0.2797341417
859	0.2796050124
860	0.2795479627
861	0.2795352814
862	0.2795196313
863	0.2793832312
864	0.2792041005
865	0.2790707147
866	0.2788181482
867	0.2788026187
868	0.2786222275
869	0.2786079554
870	0.2785959057
871	0.2783508134
872	0.2783386693
873	0.2781102816
874	0.2779901496
875	0.2777317648
876	0.2777168537
877	0.2777030959
878	0.2775528586
879	0.2774526067
880	0.2773205384
881	0.2772183529
882	0.2772064323
883	0.2770840609
884	0.2770724828
885	0.2769459338
886	0.2769264741
887	0.2768519792
888	0.2767069187
889	0.2766324419
890	0.2765052368
891	0.2763600059
892	0.2762013404
893	0.276108966
894	0.2760952665
895	0.2760681977
896	0.2759627598
897	0.2757660371
898	0.2756454778
899	0.2754487777
900	0.2752572433
901	0.2752473217
902	0.2751266815
903	0.2751167306
904	0.2749850104
905	0.2748777161
906	0.2747683382
907	0.2747554541
908	0.2746020885
909	0.2745910067
910	0.2745011196
911	0.2744897346
912	0.2744016927
913	0.274133759
914	0.2741074455
915	0.2740933085
916	0.2740188173
917	0.2740079643
918	0.2739970837
919	0.2739844735
920	0.2739656709
921	0.2738975978
922	0.2737317814
923	0.2735483984
924	0.273477222
925	0.2732302118
926	0.2732124404
927	0.2731119809
928	0.2729945367
929	0.2729815625
930	0.2728533961
931	0.2728409867
932	0.2727298513
933	0.2727197714
934	0.2724618635
935	0.2723494358
936	0.2722522536
937	0.2721570076
938	0.271908177
939	0.2717743801
940	0.271709513
941	0.271700508
942	0.2715355965
943	0.2715216676
944	0.2715115541
945	0.2713764291
946	0.2713392489
947	0.2712267825
948	0.2710954985
949	0.2710617099
950	0.2708802629
951	0.2707721323
952	0.2706706312
953	0.2705248497
954	0.270429686
955	0.2703175193
956	0.2702355122
957	0.2699994518
958	0.2699111921
959	0.269820832
960	0.2696083532
961	0.2694861106
962	0.2692991417
963	0.2691624532
964	0.2691101427
965	0.2689159669
966	0.2688308212
967	0.2687843532
968	0.2687745556
969	0.2687305335
970	0.2687068344
971	0.2685575451
972	0.2685460262
973	0.2685155503
974	0.2684361365
975	0.2682834002
976	0.2681264297
977	0.2680009876
978	0.2677765117
979	0.2676213595
980	0.2674808536
981	0.2672080474
982	0.26706693
983	0.2670199808
984	0.2669420044
985	0.2669302696
986	0.2668340774
987	0.2667840455
988	0.2666277443
989	0.2664021421
990	0.2663924353
991	0.2663764884
992	0.2663672557
993	0.2663208485
994	0.2661019831
995	0.2660870995
996	0.2659849518
997	0.2659754757
998	0.2658034692
999	0.2656969385
1000	0.265548972
1001	0.2654606285
1002	0.2653929283
1003	0.2652290445
1004	0.2651575703
1005	0.2651482119
1006	0.2650772164
1007	0.2650350878
1008	0.2648527282
1009	0.2647520861
1010	0.2646554309
1011	0.2645702242
1012	0.2644745602
1013	0.2643293445
1014	0.2643199687
1015	0.264212491
1016	0.2640982103
1017	0.26403795
1018	0.2639530229
1019	0.263839491
1020	0.2637140213
1021	0.2636165985
1022	0.2635175634
1023	0.2635064031
1024	0.2633937328
1025	0.2631973469
1026	0.2630848342
1027	0.2630736859
1028	0.263063091
1029	0.2630525361
1030	0.2630429584
1031	0.2628868374
1032	0.2627744068
1033	0.2626377618
1034	0.2626296995
1035	0.2625646508
1036	0.2624406945
1037	0.2623264484
1038	0.2623170304
1039	0.2621798992
1040	0.2619232901
1041	0.2618792867
1042	0.2618050459
1043	0.2617963042
1044	0.261701114
1045	0.2616076576
1046	0.2615402735
1047	0.2614275669
1048	0.26141569
1049	0.2613997553
1050	0.2613893306
1051	0.2613163524
1052	0.261263475
1053	0.2612533818
1054	0.2612327028
1055	0.2610450397
1056	0.260948897
1057	0.2609143938
1058	0.2608717195
1059	0.2608617349
1060	0.2607356927
1061	0.2606215063
1062	0.2605022524
1063	0.2603518649
1064	0.2602035727
1065	0.2601021521
1066	0.2600925974
1067	0.2599398376
1068	0.2598686912
1069	0.2598377348
1070	0.2596911646
1071	0.2596816432
1072	0.2596220073
1073	0.2595261398
1074	0.2594802411
1075	0.259401439
1076	0.259365757
1077	0.2593198898
1078	0.2592291708
1079	0.2590849732
1080	0.2590183415
1081	0.2590061528
1082	0.2589653171
1083	0.2587870324
1084	0.2587778535
1085	0.2587175359
1086	0.2586407265
1087	0.258560215
1088	0.2585150271
1089	0.2584635686
1090	0.2583939869
1091	0.2583517654
1092	0.2583408361
1093	0.2582842992
1094	0.2581781498
1095	0.2581454883
1096	0.2580525571
1097	0.2580047194
1098	0.2579966595
1099	0.2579884045
1100	0.2579087715
1101	0.2578194592
1102	0.2577264005
1103	0.2576711303
1104	0.2575632067
1105	0.2574269977
1106	0.2573818276
1107	0.2573736654
1108	0.2573626997
1109	0.2572680312
1110	0.2571243037
1111	0.2570373911
1112	0.2569916345
1113	0.2567972513
1114	0.2567115789
1115	0.2566217217
1116	0.2564872973
1117	0.2564047111
1118	0.2563647903
1119	0.2563247807
1120	0.2562300567
1121	0.2561245402
1122	0.2559643325
1123	0.255932347
1124	0.2558690187
1125	0.2558189919
1126	0.2557151655
1127	0.2557073799
1128	0.255699329
1129	0.2556371724
1130	0.2554347961
1131	0.255427214
1132	0.2554148021
1133	0.2554061296
1134	0.2553972921
1135	0.2553199307
1136	0.2551556588
1137	0.2550918057
1138	0.2549998447
1139	0.2548323727
1140	0.2548247067
1141	0.2547361967
1142	0.2545940171
1143	0.2544553055
1144	0.25429435
1145	0.2542108763
1146	0.2542034347
1147	0.254179674
1148	0.2540757547
1149	0.2539954579
1150	0.25388479
1151	0.2538122562
1152	0.253804721
1153	0.2537281055
1154	0.2536056607
1155	0.2535541626
1156	0.2535164954
1157	0.2535082348
1158	0.2534067691
1159	0.2533193193
1160	0.2532482047
1161	0.2532385927
1162	0.2531851564
1163	0.253114697
1164	0.2529918814
1165	0.2529590553
1166	0.2527705867
1167	0.2526683002
1168	0.2526502222
1169	0.2525927481
1170	0.2525267833
1171	0.2524614949
1172	0.2523046905
1173	0.2522235119
1174	0.2521776003
1175	0.2520618
1176	0.2519708437
1177	0.2519633808
1178	0.2519019468
1179	0.2518228161
1180	0.2518141307
1181	0.2516627779
1182	0.2516531919
1183	0.2515802574
1184	0.2515433275
1185	0.2514457886
1186	0.2514090636
1187	0.2513675633
1188	0.251341814
1189	0.251287097
1190	0.2512789312
1191	0.251270794
1192	0.251210079
1193	0.2512009498
1194	0.2511443582
1195	0.2510224011
1196	0.2509987514
1197	0.2509906185
1198	0.2508991384
1199	0.2508279962
1200	0.2507555354
1201	0.2506850438
1202	0.2505507566
1203	0.2504800711
1204	0.2504074993
1205	0.2503246476
1206	0.2503166406
1207	0.2502765164
1208	0.2502406092
1209	0.2501464868
1210	0.2500349503
1211	0.2500281386
1212	0.2498417796
1213	0.2497153781
1214	0.2496344777
1215	0.2495569778
1216	0.2493654718
1217	0.2493033647
1218	0.2492672525
1219	0.2492594343
1220	0.2491468752
1221	0.2490334567
1222	0.2489639341
1223	0.2489393042
1224	0.2488876253
1225	0.2487368987
1226	0.2486095504
1227	0.2485231424
1228	0.2484628408
1229	0.2483162051
1230	0.2481838996
1231	0.2481444505
1232	0.248079822
1233	0.248031308
1234	0.2480241587
1235	0.2480012201
1236	0.2478963043
1237	0.2478884146
1238	0.2478372963
1239	0.2478299641
1240	0.2478223633
1241	0.2478055276
1242	0.2477027692
1243	0.2476952769
1244	0.2476213648
1245	0.247603096
1246	0.2475965694
1247	0.2474656399
1248	0.2473861454
1249	0.247351928
1250	0.2472917616
1251	0.2472393555
1252	0.2472328299
1253	0.2471406687
1254	0.2470867515
1255	0.2470130114
1256	0.2469459449
1257	0.2469044433
1258	0.2467547891
1259	0.2466100993
1260	0.2465526453
1261	0.2465242414
1262	0.2463888004
1263	0.246306896
1264	0.2463002235
1265	0.2462307632
1266	0.2461534991
1267	0.2461471912
1268	0.2461285463
1269	0.2460167809
1270	0.2459398109
1271	0.2458720865
1272	0.2457747513
1273	0.2456683543
1274	0.2456492739
1275	0.2455906634
1276	0.2455032303
1277	0.2454969493
1278	0.2453714054
1279	0.2453045521
1280	0.2452942262
1281	0.2452819554
1282	0.2452471944
1283	0.2451526334
1284	0.2449709502
1285	0.24482241
1286	0.2448165805
1287	0.2447554918
1288	0.2447267804
1289	0.2446190353
1290	0.2445747439
1291	0.2444822325
1292	0.2444595683
1293	0.2444214022
1294	0.2443466676
1295	0.2443051918
1296	0.2442974682
1297	0.2441400494
1298	0.2440687193
1299	0.2440047734
1300	0.2439657136
1301	0.2438277312
1302	0.2437632291
1303	0.2436782889
1304	0.2436710191
1305	0.2436136573
1306	0.2435755424
1307	0.2435402466
1308	0.2435072859
1309	0.2434873266
1310	0.2434812331
1311	0.2434743091
1312	0.2433912178
1313	0.2432812804
1314	0.2432495909
1315	0.2432275878
1316	0.2431398789
1317	0.2430047228
1318	0.2428515587
1319	0.242819986
1320	0.242727855
1321	0.2426959601
1322	0.2426896877
1323	0.2426002277
1324	0.2425020365
1325	0.2423916247
1326	0.2422005115
1327	0.2421001963
1328	0.2420048267
1329	0.2418283766
1330	0.2418227937
1331	0.241790961
1332	0.2417373626
1333	0.2417321388
1334	0.2416372816
1335	0.241568943
1336	0.2415622063
1337	0.2415532647
1338	0.2415292134
1339	0.2414810056
1340	0.2414009379
1341	0.2413391948
1342	0.2412697303
1343	0.2412495066
1344	0.2411147217
1345	0.2410843358
1346	0.2409434341
1347	0.2408875098
1348	0.2408771583
1349	0.2407800801
1350	0.2407214873
1351	0.2406853987
1352	0.2406794232
1353	0.2405140905
1354	0.2403770728
1355	0.2403703214
1356	0.2403636425
1357	0.2403002617
1358	0.2402942266
1359	0.2402384243
1360	0.2401840077
1361	0.2401786023
1362	0.2400694654
1363	0.239997175
1364	0.2399906509
1365	0.2399270179
1366	0.239896799
1367	0.239889653
1368	0.2397661216
1369	0.2396887422
1370	0.2396506038
1371	0.2395095027
1372	0.2393588759
1373	0.2392810565
1374	0.2392147144
1375	0.2391811275
1376	0.2390917127
1377	0.2390010951
1378	0.2389719355
1379	0.2388744323
1380	0.238816999
1381	0.2387485444
1382	0.2386463357
1383	0.2385128306
1384	0.2384703448
1385	0.2384644475
1386	0.2383791078
1387	0.2383504127
1388	0.2383041902
1389	0.238146567
1390	0.238063555
1391	0.2380424024
1392	0.2380307525
1393	0.2378797262
1394	0.237842517
1395	0.2378372014
1396	0.2376338368
1397	0.2376051172
1398	0.2375226474
1399	0.2374695728
1400	0.2374258705
1401	0.2374203113
1402	0.2373922421
1403	0.2373184931
1404	0.2372228396
1405	0.2371553888
1406	0.2371156714
1407	0.2371098027
1408	0.2370528006
1409	0.2370464241
1410	0.2370061162
1411	0.2369356149
1412	0.2368656363
1413	0.2367763429
1414	0.2367435451
1415	0.236601212
1416	0.2365064881
1417	0.2364256788
1418	0.2362855259
1419	0.236216687
1420	0.2361752051
1421	0.2361168615
1422	0.2360998956
1423	0.2359998894
1424	0.2359398038
1425	0.2357943278
1426	0.2357395805
1427	0.2356804542
1428	0.2355542194
1429	0.2353809871
1430	0.2352102117
1431	0.2352054389
1432	0.2351783304
1433	0.2351280731
1434	0.2351090649
1435	0.2350752113
1436	0.2349954609
1437	0.2349383534
1438	0.2349023008
1439	0.2348775386
1440	0.2348075668
1441	0.2347278071
1442	0.2347191739
1443	0.2346924706
1444	0.2346872361
1445	0.2346821274
1446	0.2345696641
1447	0.2344919722
1448	0.2344863322
1449	0.2344097484
1450	0.2343286507
1451	0.2343095644
1452	0.2342728153
1453	0.2341600807
1454	0.2341237336
1455	0.2340476121
1456	0.2339825875
1457	0.2339707598
1458	0.2339662269
1459	0.2338769637
1460	0.23378159
1461	0.2337765339
1462	0.2336751431
1463	0.2335985863
1464	0.2335022046
1465	0.2334608689
1466	0.2333626645
1467	0.233342152
1468	0.2332020703
1469	0.2331962675
1470	0.2331130122
1471	0.2331079849
1472	0.2330501737
1473	0.2330162735
1474	0.2329420199
1475	0.2329150437
1476	0.2329096279
1477	0.2327878109
1478	0.2327565547
1479	0.2326934769
1480	0.2326785023
1481	0.2326606937
1482	0.2326073865
1483	0.232561735
1484	0.2325019902
1485	0.2324753933
1486	0.2323755729
1487	0.2323700208
1488	0.2323658239
1489	0.2323382596
1490	0.2322647283
1491	0.2321948437
1492	0.2321275637
1493	0.2321024197
1494	0.2320693363
1495	0.232053608
1496	0.2320337152
1497	0.2319616399
1498	0.2318803672
1499	0.2318544773
1500	0.2318499092
1501	0.2318240851
1502	0.231818731
1503	0.2317009674
1504	0.2316705067
1505	0.2316662571
1506	0.2315980237
1507	0.2315823242
1508	0.2314580592
1509	0.231452869
1510	0.2313830336
1511	0.2313035605
1512	0.231197286
1513	0.2310498205
